Day,L,M,S
448,-0.4344,16.0329,0.08723
449,-0.4351,16.0294,0.08722
450,-0.4359,16.0258,0.08722
451,-0.4366,16.0223,0.08721
452,-0.4374,16.0188,0.0872
453,-0.4381,16.0153,0.08719
454,-0.4388,16.0118,0.08718
455,-0.4396,16.0083,0.08718
456,-0.4403,16.0048,0.08717
457,-0.441,16.0013,0.08716
458,-0.4418,15.9979,0.08715
459,-0.4425,15.9944,0.08714
460,-0.4432,15.991,0.08714
461,-0.4439,15.9875,0.08713
462,-0.4447,15.9841,0.08712
463,-0.4454,15.9807,0.08711
464,-0.4461,15.9773,0.08711
465,-0.4468,15.9739,0.0871
466,-0.4475,15.9705,0.08709
467,-0.4482,15.9671,0.08708
468,-0.449,15.9638,0.08707
469,-0.4497,15.9604,0.08707
470,-0.4504,15.9571,0.08706
471,-0.4511,15.9537,0.08705
472,-0.4518,15.9504,0.08704
473,-0.4525,15.9471,0.08704
474,-0.4532,15.9438,0.08703
475,-0.4539,15.9405,0.08702
476,-0.4546,15.9372,0.08701
477,-0.4553,15.9339,0.08701
478,-0.456,15.9307,0.087
479,-0.4567,15.9274,0.08699
480,-0.4574,15.9241,0.08698
481,-0.4581,15.9209,0.08698
482,-0.4588,15.9177,0.08697
483,-0.4595,15.9145,0.08696
484,-0.4602,15.9112,0.08695
485,-0.4609,15.908,0.08695
486,-0.4616,15.9049,0.08694
487,-0.4623,15.9017,0.08693
488,-0.4629,15.8985,0.08692
489,-0.4636,15.8953,0.08692
490,-0.4643,15.8922,0.08691
491,-0.465,15.8891,0.0869
492,-0.4657,15.8859,0.08689
493,-0.4663,15.8828,0.08689
494,-0.467,15.8797,0.08688
495,-0.4677,15.8766,0.08687
496,-0.4684,15.8735,0.08686
497,-0.469,15.8704,0.08686
498,-0.4697,15.8673,0.08685
499,-0.4704,15.8643,0.08684
500,-0.4711,15.8612,0.08683
501,-0.4717,15.8582,0.08683
502,-0.4724,15.8552,0.08682
503,-0.4731,15.8521,0.08681
504,-0.4737,15.8491,0.08681
505,-0.4744,15.8461,0.0868
506,-0.4751,15.8431,0.08679
507,-0.4757,15.8401,0.08678
508,-0.4764,15.8372,0.08678
509,-0.477,15.8342,0.08677
510,-0.4777,15.8313,0.08676
511,-0.4783,15.8283,0.08676
512,-0.479,15.8254,0.08675
513,-0.4797,15.8224,0.08674
514,-0.4803,15.8195,0.08673
515,-0.481,15.8166,0.08673
516,-0.4816,15.8137,0.08672
517,-0.4823,15.8108,0.08671
518,-0.4829,15.808,0.08671
519,-0.4836,15.8051,0.0867
520,-0.4842,15.8022,0.08669
521,-0.4848,15.7994,0.08668
522,-0.4855,15.7965,0.08668
523,-0.4861,15.7937,0.08667
524,-0.4868,15.7909,0.08666
525,-0.4874,15.7881,0.08666
526,-0.488,15.7853,0.08665
527,-0.4887,15.7825,0.08664
528,-0.4893,15.7797,0.08664
529,-0.49,15.7769,0.08663
530,-0.4906,15.7742,0.08662
531,-0.4912,15.7714,0.08662
532,-0.4919,15.7687,0.08661
533,-0.4925,15.7659,0.0866
534,-0.4931,15.7632,0.0866
535,-0.4937,15.7605,0.08659
536,-0.4944,15.7578,0.08658
537,-0.495,15.7551,0.08657
538,-0.4956,15.7524,0.08657
539,-0.4962,15.7497,0.08656
540,-0.4969,15.747,0.08655
541,-0.4975,15.7444,0.08655
542,-0.4981,15.7417,0.08654
543,-0.4987,15.7391,0.08653
544,-0.4993,15.7364,0.08653
545,-0.5,15.7338,0.08652
546,-0.5006,15.7312,0.08651
547,-0.5012,15.7286,0.08651
548,-0.5018,15.726,0.0865
549,-0.5024,15.7234,0.08649
550,-0.503,15.7208,0.08649
551,-0.5036,15.7183,0.08648
552,-0.5043,15.7157,0.08647
553,-0.5049,15.7132,0.08647
554,-0.5055,15.7106,0.08646
555,-0.5061,15.7081,0.08645
556,-0.5067,15.7056,0.08645
557,-0.5073,15.703,0.08644
558,-0.5079,15.7005,0.08643
559,-0.5085,15.698,0.08643
560,-0.5091,15.6956,0.08642
561,-0.5097,15.6931,0.08642
562,-0.5103,15.6906,0.08641
563,-0.5109,15.6882,0.0864
564,-0.5115,15.6857,0.0864
565,-0.5121,15.6833,0.08639
566,-0.5127,15.6808,0.08638
567,-0.5133,15.6784,0.08638
568,-0.5139,15.676,0.08637
569,-0.5145,15.6736,0.08636
570,-0.5151,15.6712,0.08636
571,-0.5156,15.6688,0.08635
572,-0.5162,15.6665,0.08634
573,-0.5168,15.6641,0.08634
574,-0.5174,15.6617,0.08633
575,-0.518,15.6594,0.08632
576,-0.5186,15.6571,0.08632
577,-0.5192,15.6547,0.08631
578,-0.5197,15.6524,0.08631
579,-0.5203,15.6501,0.0863
580,-0.5209,15.6478,0.08629
581,-0.5215,15.6455,0.08629
582,-0.5221,15.6432,0.08628
583,-0.5226,15.6409,0.08627
584,-0.5232,15.6387,0.08627
585,-0.5238,15.6364,0.08626
586,-0.5244,15.6342,0.08626
587,-0.525,15.6319,0.08625
588,-0.5255,15.6297,0.08624
589,-0.5261,15.6275,0.08624
590,-0.5267,15.6253,0.08623
591,-0.5272,15.6231,0.08622
592,-0.5278,15.6209,0.08622
593,-0.5284,15.6187,0.08621
594,-0.529,15.6165,0.08621
595,-0.5295,15.6144,0.0862
596,-0.5301,15.6122,0.08619
597,-0.5307,15.61,0.08619
598,-0.5312,15.6079,0.08618
599,-0.5318,15.6058,0.08618
600,-0.5323,15.6037,0.08617
601,-0.5329,15.6015,0.08616
602,-0.5335,15.5994,0.08616
603,-0.534,15.5973,0.08615
604,-0.5346,15.5953,0.08614
605,-0.5351,15.5932,0.08614
606,-0.5357,15.5911,0.08613
607,-0.5363,15.589,0.08613
608,-0.5368,15.587,0.08612
609,-0.5374,15.585,0.08611
610,-0.5379,15.5829,0.08611
611,-0.5385,15.5809,0.0861
612,-0.539,15.5789,0.0861
613,-0.5396,15.5769,0.08609
614,-0.5401,15.5749,0.08608
615,-0.5407,15.5729,0.08608
616,-0.5412,15.5709,0.08607
617,-0.5418,15.569,0.08607
618,-0.5423,15.567,0.08606
619,-0.5429,15.5651,0.08605
620,-0.5434,15.5631,0.08605
621,-0.544,15.5612,0.08604
622,-0.5445,15.5593,0.08604
623,-0.5451,15.5574,0.08603
624,-0.5456,15.5555,0.08603
625,-0.5461,15.5536,0.08602
626,-0.5467,15.5517,0.08601
627,-0.5472,15.5498,0.08601
628,-0.5478,15.548,0.086
629,-0.5483,15.5461,0.086
630,-0.5488,15.5443,0.08599
631,-0.5494,15.5424,0.08598
632,-0.5499,15.5406,0.08598
633,-0.5504,15.5388,0.08597
634,-0.551,15.537,0.08597
635,-0.5515,15.5352,0.08596
636,-0.552,15.5334,0.08596
637,-0.5526,15.5316,0.08595
638,-0.5531,15.5299,0.08594
639,-0.5536,15.5281,0.08594
640,-0.5542,15.5263,0.08593
641,-0.5547,15.5246,0.08593
642,-0.5552,15.5229,0.08592
643,-0.5557,15.5212,0.08591
644,-0.5563,15.5194,0.08591
645,-0.5568,15.5177,0.0859
646,-0.5573,15.5161,0.0859
647,-0.5578,15.5144,0.08589
648,-0.5584,15.5127,0.08589
649,-0.5589,15.511,0.08588
650,-0.5594,15.5094,0.08587
651,-0.5599,15.5077,0.08587
652,-0.5605,15.5061,0.08586
653,-0.561,15.5045,0.08586
654,-0.5615,15.5028,0.08585
655,-0.562,15.5012,0.08585
656,-0.5625,15.4996,0.08584
657,-0.563,15.498,0.08584
658,-0.5636,15.4965,0.08583
659,-0.5641,15.4949,0.08582
660,-0.5646,15.4933,0.08582
661,-0.5651,15.4918,0.08581
662,-0.5656,15.4902,0.08581
663,-0.5661,15.4887,0.0858
664,-0.5666,15.4872,0.0858
665,-0.5672,15.4856,0.08579
666,-0.5677,15.4841,0.08579
667,-0.5682,15.4826,0.08578
668,-0.5687,15.4811,0.08577
669,-0.5692,15.4797,0.08577
670,-0.5697,15.4782,0.08576
671,-0.5702,15.4767,0.08576
672,-0.5707,15.4753,0.08575
673,-0.5712,15.4738,0.08575
674,-0.5717,15.4724,0.08574
675,-0.5722,15.471,0.08574
676,-0.5727,15.4695,0.08573
677,-0.5732,15.4681,0.08573
678,-0.5737,15.4667,0.08572
679,-0.5742,15.4653,0.08571
680,-0.5747,15.4639,0.08571
681,-0.5752,15.4626,0.0857
682,-0.5757,15.4612,0.0857
683,-0.5762,15.4598,0.08569
684,-0.5767,15.4585,0.08569
685,-0.5772,15.4572,0.08568
686,-0.5777,15.4558,0.08568
687,-0.5782,15.4545,0.08567
688,-0.5787,15.4532,0.08567
689,-0.5792,15.4519,0.08566
690,-0.5797,15.4506,0.08565
691,-0.5802,15.4493,0.08565
692,-0.5807,15.448,0.08564
693,-0.5812,15.4467,0.08564
694,-0.5817,15.4455,0.08563
695,-0.5821,15.4442,0.08563
696,-0.5826,15.443,0.08562
697,-0.5831,15.4417,0.08562
698,-0.5836,15.4405,0.08561
699,-0.5841,15.4393,0.08561
700,-0.5846,15.4381,0.0856
701,-0.5851,15.4368,0.0856
702,-0.5855,15.4356,0.08559
703,-0.586,15.4345,0.08559
704,-0.5865,15.4333,0.08558
705,-0.587,15.4321,0.08558
706,-0.5875,15.4309,0.08557
707,-0.588,15.4298,0.08556
708,-0.5884,15.4286,0.08556
709,-0.5889,15.4275,0.08555
710,-0.5894,15.4263,0.08555
711,-0.5899,15.4252,0.08554
712,-0.5904,15.4241,0.08554
713,-0.5908,15.423,0.08553
714,-0.5913,15.4219,0.08553
715,-0.5918,15.4208,0.08552
716,-0.5923,15.4197,0.08552
717,-0.5927,15.4186,0.08551
718,-0.5932,15.4175,0.08551
719,-0.5937,15.4164,0.0855
720,-0.5942,15.4154,0.0855
721,-0.5946,15.4143,0.08549
722,-0.5951,15.4133,0.08549
723,-0.5956,15.4122,0.08548
724,-0.5961,15.4112,0.08548
725,-0.5965,15.4102,0.08547
726,-0.597,15.4092,0.08547
727,-0.5975,15.4082,0.08546
728,-0.5979,15.4072,0.08546
729,-0.5984,15.4062,0.08545
730,-0.5989,15.4052,0.08545
731,-0.5684,15.6881,0.08454
732,-0.5684,15.6871,0.08454
733,-0.5684,15.6861,0.08454
734,-0.5684,15.6851,0.08454
735,-0.5684,15.6841,0.08454
736,-0.5684,15.6831,0.08454
737,-0.5684,15.6822,0.08454
738,-0.5684,15.6812,0.08454
739,-0.5684,15.6802,0.08454
740,-0.5684,15.6792,0.08454
741,-0.5684,15.6782,0.08454
742,-0.5684,15.6772,0.08454
743,-0.5684,15.6763,0.08454
744,-0.5684,15.6753,0.08454
745,-0.5684,15.6743,0.08453
746,-0.5684,15.6733,0.08453
747,-0.5684,15.6724,0.08453
748,-0.5684,15.6714,0.08453
749,-0.5684,15.6704,0.08453
750,-0.5684,15.6695,0.08453
751,-0.5684,15.6685,0.08453
752,-0.5684,15.6675,0.08453
753,-0.5684,15.6666,0.08453
754,-0.5684,15.6656,0.08453
755,-0.5684,15.6646,0.08453
756,-0.5684,15.6637,0.08453
757,-0.5684,15.6627,0.08452
758,-0.5684,15.6618,0.08452
759,-0.5684,15.6608,0.08452
760,-0.5684,15.6599,0.08452
761,-0.5684,15.6589,0.08452
762,-0.5684,15.658,0.08452
763,-0.5684,15.657,0.08452
764,-0.5684,15.6561,0.08452
765,-0.5684,15.6551,0.08452
766,-0.5684,15.6542,0.08452
767,-0.5684,15.6532,0.08451
768,-0.5684,15.6523,0.08451
769,-0.5684,15.6514,0.08451
770,-0.5684,15.6504,0.08451
771,-0.5684,15.6495,0.08451
772,-0.5684,15.6486,0.08451
773,-0.5684,15.6476,0.08451
774,-0.5684,15.6467,0.08451
775,-0.5684,15.6458,0.08451
776,-0.5684,15.6448,0.08451
777,-0.5684,15.6439,0.08451
778,-0.5684,15.643,0.0845
779,-0.5684,15.6421,0.0845
780,-0.5684,15.6411,0.0845
781,-0.5684,15.6402,0.0845
782,-0.5684,15.6393,0.0845
783,-0.5684,15.6384,0.0845
784,-0.5684,15.6375,0.0845
785,-0.5684,15.6366,0.0845
786,-0.5684,15.6356,0.0845
787,-0.5684,15.6347,0.0845
788,-0.5684,15.6338,0.08449
789,-0.5684,15.6329,0.08449
790,-0.5684,15.632,0.08449
791,-0.5684,15.6311,0.08449
