Day,L,M,S
396,-0.4384,16.6731,0.07982
397,-0.4393,16.6691,0.07981
398,-0.4401,16.6651,0.0798
399,-0.441,16.6611,0.0798
400,-0.4418,16.6571,0.07979
401,-0.4426,16.6531,0.07978
402,-0.4435,16.6491,0.07977
403,-0.4443,16.6451,0.07976
404,-0.4451,16.6412,0.07975
405,-0.446,16.6372,0.07975
406,-0.4468,16.6332,0.07974
407,-0.4476,16.6293,0.07973
408,-0.4484,16.6253,0.07972
409,-0.4493,16.6214,0.07971
410,-0.4501,16.6175,0.07971
411,-0.4509,16.6135,0.0797
412,-0.4517,16.6096,0.07969
413,-0.4525,16.6057,0.07968
414,-0.4533,16.6018,0.07967
415,-0.4541,16.5979,0.07966
416,-0.455,16.594,0.07966
417,-0.4558,16.5901,0.07965
418,-0.4566,16.5862,0.07964
419,-0.4574,16.5823,0.07963
420,-0.4582,16.5784,0.07963
421,-0.459,16.5745,0.07962
422,-0.4598,16.5707,0.07961
423,-0.4606,16.5668,0.0796
424,-0.4614,16.5629,0.07959
425,-0.4621,16.5591,0.07959
426,-0.4629,16.5553,0.07958
427,-0.4637,16.5514,0.07957
428,-0.4645,16.5476,0.07956
429,-0.4653,16.5438,0.07955
430,-0.4661,16.5399,0.07955
431,-0.4669,16.5361,0.07954
432,-0.4677,16.5323,0.07953
433,-0.4684,16.5285,0.07952
434,-0.4692,16.5247,0.07952
435,-0.47,16.5209,0.07951
436,-0.4708,16.5172,0.0795
437,-0.4715,16.5134,0.07949
438,-0.4723,16.5096,0.07949
439,-0.4731,16.5059,0.07948
440,-0.4738,16.5021,0.07947
441,-0.4746,16.4984,0.07946
442,-0.4754,16.4946,0.07946
443,-0.4761,16.4909,0.07945
444,-0.4769,16.4871,0.07944
445,-0.4777,16.4834,0.07943
446,-0.4784,16.4797,0.07943
447,-0.4792,16.476,0.07942
448,-0.4799,16.4723,0.07941
449,-0.4807,16.4686,0.0794
450,-0.4814,16.4649,0.0794
451,-0.4822,16.4612,0.07939
452,-0.4829,16.4576,0.07938
453,-0.4837,16.4539,0.07937
454,-0.4844,16.4502,0.07937
455,-0.4852,16.4466,0.07936
456,-0.4859,16.4429,0.07935
457,-0.4867,16.4393,0.07934
458,-0.4874,16.4357,0.07934
459,-0.4881,16.432,0.07933
460,-0.4889,16.4284,0.07932
461,-0.4896,16.4248,0.07931
462,-0.4903,16.4212,0.07931
463,-0.4911,16.4176,0.0793
464,-0.4918,16.414,0.07929
465,-0.4925,16.4104,0.07929
466,-0.4933,16.4069,0.07928
467,-0.494,16.4033,0.07927
468,-0.4947,16.3997,0.07926
469,-0.4954,16.3962,0.07926
470,-0.4962,16.3926,0.07925
471,-0.4969,16.3891,0.07924
472,-0.4976,16.3856,0.07924
473,-0.4983,16.3821,0.07923
474,-0.499,16.3785,0.07922
475,-0.4997,16.375,0.07921
476,-0.5005,16.3715,0.07921
477,-0.5012,16.368,0.0792
478,-0.5019,16.3646,0.07919
479,-0.5026,16.3611,0.07919
480,-0.5033,16.3576,0.07918
481,-0.504,16.3541,0.07917
482,-0.5047,16.3507,0.07916
483,-0.5054,16.3472,0.07916
484,-0.5061,16.3438,0.07915
485,-0.5068,16.3404,0.07914
486,-0.5075,16.3369,0.07914
487,-0.5082,16.3335,0.07913
488,-0.5089,16.3301,0.07912
489,-0.5096,16.3267,0.07912
490,-0.5103,16.3233,0.07911
491,-0.511,16.3199,0.0791
492,-0.5117,16.3165,0.07909
493,-0.5124,16.3131,0.07909
494,-0.5131,16.3098,0.07908
495,-0.5138,16.3064,0.07907
496,-0.5144,16.3031,0.07907
497,-0.5151,16.2997,0.07906
498,-0.5158,16.2964,0.07905
499,-0.5165,16.293,0.07905
500,-0.5172,16.2897,0.07904
501,-0.5179,16.2864,0.07903
502,-0.5185,16.2831,0.07903
503,-0.5192,16.2798,0.07902
504,-0.5199,16.2765,0.07901
505,-0.5206,16.2732,0.07901
506,-0.5212,16.2699,0.079
507,-0.5219,16.2666,0.07899
508,-0.5226,16.2634,0.07899
509,-0.5233,16.2601,0.07898
510,-0.5239,16.2568,0.07897
511,-0.5246,16.2536,0.07897
512,-0.5253,16.2504,0.07896
513,-0.5259,16.2471,0.07895
514,-0.5266,16.2439,0.07895
515,-0.5273,16.2407,0.07894
516,-0.5279,16.2375,0.07893
517,-0.5286,16.2343,0.07893
518,-0.5292,16.2311,0.07892
519,-0.5299,16.2279,0.07891
520,-0.5306,16.2247,0.07891
521,-0.5312,16.2215,0.0789
522,-0.5319,16.2184,0.07889
523,-0.5325,16.2152,0.07889
524,-0.5332,16.2121,0.07888
525,-0.5338,16.2089,0.07887
526,-0.5345,16.2058,0.07887
527,-0.5351,16.2027,0.07886
528,-0.5358,16.1996,0.07885
529,-0.5364,16.1964,0.07885
530,-0.5371,16.1933,0.07884
531,-0.5377,16.1902,0.07883
532,-0.5383,16.1872,0.07883
533,-0.539,16.1841,0.07882
534,-0.5396,16.181,0.07881
535,-0.5403,16.1779,0.07881
536,-0.5409,16.1749,0.0788
537,-0.5415,16.1718,0.0788
538,-0.5422,16.1688,0.07879
539,-0.5428,16.1658,0.07878
540,-0.5434,16.1627,0.07878
541,-0.5441,16.1597,0.07877
542,-0.5447,16.1567,0.07876
543,-0.5453,16.1537,0.07876
544,-0.546,16.1507,0.07875
545,-0.5466,16.1477,0.07874
546,-0.5472,16.1447,0.07874
547,-0.5479,16.1418,0.07873
548,-0.5485,16.1388,0.07873
549,-0.5491,16.1359,0.07872
550,-0.5497,16.1329,0.07871
551,-0.5503,16.13,0.07871
552,-0.551,16.127,0.0787
553,-0.5516,16.1241,0.07869
554,-0.5522,16.1212,0.07869
555,-0.5528,16.1183,0.07868
556,-0.5534,16.1154,0.07867
557,-0.5541,16.1125,0.07867
558,-0.5547,16.1096,0.07866
559,-0.5553,16.1067,0.07866
560,-0.5559,16.1039,0.07865
561,-0.5565,16.101,0.07864
562,-0.5571,16.0981,0.07864
563,-0.5577,16.0953,0.07863
564,-0.5583,16.0925,0.07863
565,-0.5589,16.0896,0.07862
566,-0.5595,16.0868,0.07861
567,-0.5602,16.084,0.07861
568,-0.5608,16.0812,0.0786
569,-0.5614,16.0784,0.07859
570,-0.562,16.0756,0.07859
571,-0.5626,16.0728,0.07858
572,-0.5632,16.0701,0.07858
573,-0.5638,16.0673,0.07857
574,-0.5644,16.0646,0.07856
575,-0.565,16.0618,0.07856
576,-0.5656,16.0591,0.07855
577,-0.5662,16.0564,0.07855
578,-0.5667,16.0536,0.07854
579,-0.5673,16.0509,0.07853
580,-0.5679,16.0482,0.07853
581,-0.5685,16.0455,0.07852
582,-0.5691,16.0429,0.07852
583,-0.5697,16.0402,0.07851
584,-0.5703,16.0375,0.0785
585,-0.5709,16.0349,0.0785
586,-0.5715,16.0322,0.07849
587,-0.5721,16.0296,0.07849
588,-0.5726,16.0269,0.07848
589,-0.5732,16.0243,0.07847
590,-0.5738,16.0217,0.07847
591,-0.5744,16.0191,0.07846
592,-0.575,16.0165,0.07846
593,-0.5755,16.0139,0.07845
594,-0.5761,16.0113,0.07844
595,-0.5767,16.0088,0.07844
596,-0.5773,16.0062,0.07843
597,-0.5779,16.0036,0.07843
598,-0.5784,16.0011,0.07842
599,-0.579,15.9986,0.07841
600,-0.5796,15.996,0.07841
601,-0.5802,15.9935,0.0784
602,-0.5807,15.991,0.0784
603,-0.5813,15.9885,0.07839
604,-0.5819,15.986,0.07838
605,-0.5824,15.9835,0.07838
606,-0.583,15.9811,0.07837
607,-0.5836,15.9786,0.07837
608,-0.5841,15.9761,0.07836
609,-0.5847,15.9737,0.07836
610,-0.5853,15.9713,0.07835
611,-0.5858,15.9688,0.07834
612,-0.5864,15.9664,0.07834
613,-0.587,15.964,0.07833
614,-0.5875,15.9616,0.07833
615,-0.5881,15.9592,0.07832
616,-0.5886,15.9568,0.07832
617,-0.5892,15.9544,0.07831
618,-0.5898,15.9521,0.0783
619,-0.5903,15.9497,0.0783
620,-0.5909,15.9473,0.07829
621,-0.5914,15.945,0.07829
622,-0.592,15.9427,0.07828
623,-0.5925,15.9403,0.07827
624,-0.5931,15.938,0.07827
625,-0.5936,15.9357,0.07826
626,-0.5942,15.9334,0.07826
627,-0.5947,15.9311,0.07825
628,-0.5953,15.9288,0.07825
629,-0.5958,15.9266,0.07824
630,-0.5964,15.9243,0.07824
631,-0.5969,15.922,0.07823
632,-0.5975,15.9198,0.07822
633,-0.598,15.9176,0.07822
634,-0.5986,15.9153,0.07821
635,-0.5991,15.9131,0.07821
636,-0.5996,15.9109,0.0782
637,-0.6002,15.9087,0.0782
638,-0.6007,15.9065,0.07819
639,-0.6013,15.9043,0.07818
640,-0.6018,15.9021,0.07818
641,-0.6023,15.9,0.07817
642,-0.6029,15.8978,0.07817
643,-0.6034,15.8956,0.07816
644,-0.604,15.8935,0.07816
645,-0.6045,15.8913,0.07815
646,-0.605,15.8892,0.07815
647,-0.6056,15.8871,0.07814
648,-0.6061,15.885,0.07813
649,-0.6066,15.8829,0.07813
650,-0.6072,15.8808,0.07812
651,-0.6077,15.8787,0.07812
652,-0.6082,15.8766,0.07811
653,-0.6087,15.8745,0.07811
654,-0.6093,15.8725,0.0781
655,-0.6098,15.8704,0.0781
656,-0.6103,15.8684,0.07809
657,-0.6109,15.8663,0.07809
658,-0.6114,15.8643,0.07808
659,-0.6119,15.8623,0.07807
660,-0.6124,15.8602,0.07807
661,-0.613,15.8582,0.07806
662,-0.6135,15.8562,0.07806
663,-0.614,15.8542,0.07805
664,-0.6145,15.8522,0.07805
665,-0.615,15.8503,0.07804
666,-0.6156,15.8483,0.07804
667,-0.6161,15.8463,0.07803
668,-0.6166,15.8444,0.07803
669,-0.6171,15.8424,0.07802
670,-0.6176,15.8405,0.07802
671,-0.6181,15.8385,0.07801
672,-0.6187,15.8366,0.078
673,-0.6192,15.8347,0.078
674,-0.6197,15.8328,0.07799
675,-0.6202,15.8309,0.07799
676,-0.6207,15.829,0.07798
677,-0.6212,15.8271,0.07798
678,-0.6217,15.8252,0.07797
679,-0.6222,15.8233,0.07797
680,-0.6227,15.8214,0.07796
681,-0.6233,15.8196,0.07796
682,-0.6238,15.8177,0.07795
683,-0.6243,15.8158,0.07795
684,-0.6248,15.814,0.07794
685,-0.6253,15.8122,0.07794
686,-0.6258,15.8103,0.07793
687,-0.6263,15.8085,0.07792
688,-0.6268,15.8067,0.07792
689,-0.6273,15.8049,0.07791
690,-0.6278,15.8031,0.07791
691,-0.6283,15.8013,0.0779
692,-0.6288,15.7995,0.0779
693,-0.6293,15.7977,0.07789
694,-0.6298,15.7959,0.07789
695,-0.6303,15.7941,0.07788
696,-0.6308,15.7924,0.07788
697,-0.6313,15.7906,0.07787
698,-0.6318,15.7888,0.07787
699,-0.6323,15.7871,0.07786
700,-0.6328,15.7853,0.07786
701,-0.6333,15.7836,0.07785
702,-0.6338,15.7819,0.07785
703,-0.6343,15.7802,0.07784
704,-0.6348,15.7784,0.07784
705,-0.6352,15.7767,0.07783
706,-0.6357,15.775,0.07783
707,-0.6362,15.7733,0.07782
708,-0.6367,15.7716,0.07782
709,-0.6372,15.7699,0.07781
710,-0.6377,15.7682,0.07781
711,-0.6382,15.7665,0.0778
712,-0.6387,15.7649,0.0778
713,-0.6392,15.7632,0.07779
714,-0.6396,15.7615,0.07779
715,-0.6401,15.7599,0.07778
716,-0.6406,15.7582,0.07778
717,-0.6411,15.7566,0.07777
718,-0.6416,15.7549,0.07777
719,-0.6421,15.7533,0.07776
720,-0.6425,15.7517,0.07776
721,-0.643,15.75,0.07775
722,-0.6435,15.7484,0.07775
723,-0.644,15.7468,0.07774
724,-0.6445,15.7452,0.07774
725,-0.6449,15.7436,0.07773
726,-0.6454,15.742,0.07773
727,-0.6459,15.7404,0.07772
728,-0.6464,15.7388,0.07772
729,-0.6469,15.7372,0.07771
730,-0.6473,15.7356,0.07771
731,-0.6187,16.0189,0.07785
732,-0.6175,16.0176,0.07785
733,-0.6164,16.0163,0.07785
734,-0.6152,16.015,0.07785
735,-0.614,16.0136,0.07786
736,-0.6129,16.0123,0.07786
737,-0.6117,16.011,0.07786
738,-0.6105,16.0097,0.07786
739,-0.6094,16.0084,0.07787
740,-0.6082,16.0071,0.07787
741,-0.607,16.0058,0.07787
742,-0.6059,16.0045,0.07787
743,-0.6047,16.0032,0.07787
744,-0.6036,16.0019,0.07788
745,-0.6024,16.0006,0.07788
746,-0.6012,15.9993,0.07788
747,-0.6001,15.998,0.07788
748,-0.5989,15.9967,0.07789
749,-0.5978,15.9954,0.07789
750,-0.5966,15.9941,0.07789
751,-0.5955,15.9928,0.07789
752,-0.5943,15.9915,0.07789
753,-0.5932,15.9902,0.0779
754,-0.592,15.9889,0.0779
755,-0.5909,15.9876,0.0779
756,-0.5897,15.9863,0.0779
757,-0.5886,15.985,0.07791
758,-0.5874,15.9838,0.07791
759,-0.5863,15.9825,0.07791
760,-0.5851,15.9812,0.07791
761,-0.584,15.9799,0.07792
762,-0.5828,15.9786,0.07792
763,-0.5817,15.9773,0.07792
764,-0.5805,15.976,0.07792
765,-0.5794,15.9748,0.07793
766,-0.5783,15.9735,0.07793
767,-0.5771,15.9722,0.07793
768,-0.576,15.9709,0.07793
769,-0.5748,15.9697,0.07794
770,-0.5737,15.9684,0.07794
771,-0.5726,15.9671,0.07794
772,-0.5714,15.9658,0.07794
773,-0.5703,15.9646,0.07795
774,-0.5692,15.9633,0.07795
775,-0.568,15.962,0.07795
776,-0.5669,15.9607,0.07795
777,-0.5658,15.9595,0.07796
778,-0.5647,15.9582,0.07796
779,-0.5635,15.9569,0.07796
780,-0.5624,15.9557,0.07796
781,-0.5613,15.9544,0.07797
782,-0.5602,15.9532,0.07797
783,-0.559,15.9519,0.07797
784,-0.5579,15.9506,0.07798
785,-0.5568,15.9494,0.07798
786,-0.5557,15.9481,0.07798
787,-0.5546,15.9468,0.07798
788,-0.5535,15.9456,0.07799
789,-0.5523,15.9443,0.07799
