Day,L,M,S
119,1,63.6842,0.03263
120,1,63.758,0.03261
121,1,63.8313,0.03259
122,1,63.9041,0.03257
123,1,63.9765,0.03255
124,1,64.0483,0.03253
125,1,64.1197,0.03251
126,1,64.1906,0.03249
127,1,64.261,0.03247
128,1,64.331,0.03245
129,1,64.4006,0.03243
130,1,64.4697,0.03241
131,1,64.5383,0.03239
132,1,64.6066,0.03238
133,1,64.6744,0.03236
134,1,64.7418,0.03234
135,1,64.8088,0.03232
136,1,64.8755,0.0323
137,1,64.9417,0.03229
138,1,65.0075,0.03227
139,1,65.073,0.03225
140,1,65.138,0.03223
141,1,65.2027,0.03222
142,1,65.2671,0.0322
143,1,65.331,0.03218
144,1,65.3946,0.03217
145,1,65.4579,0.03215
146,1,65.5208,0.03214
147,1,65.5834,0.03212
148,1,65.6456,0.0321
149,1,65.7075,0.03209
150,1,65.769,0.03207
151,1,65.8303,0.03206
152,1,65.8912,0.03204
153,1,65.9518,0.03203
154,1,66.0121,0.03201
155,1,66.0721,0.032
156,1,66.1317,0.03198
157,1,66.1911,0.03197
158,1,66.2502,0.03196
159,1,66.3089,0.03194
160,1,66.3674,0.03193
161,1,66.4256,0.03191
162,1,66.4835,0.0319
163,1,66.5412,0.03189
164,1,66.5985,0.03187
165,1,66.6556,0.03186
166,1,66.7125,0.03185
167,1,66.7691,0.03183
168,1,66.8254,0.03182
169,1,66.8815,0.03181
170,1,66.9373,0.0318
171,1,66.993,0.03179
172,1,67.0483,0.03177
173,1,67.1035,0.03176
174,1,67.1584,0.03175
175,1,67.2132,0.03174
176,1,67.2677,0.03173
177,1,67.3219,0.03171
178,1,67.376,0.0317
179,1,67.4299,0.03169
180,1,67.4836,0.03168
181,1,67.5371,0.03167
182,1,67.5904,0.03166
183,1,67.6435,0.03165
184,1,67.6964,0.03164
185,1,67.7491,0.03163
186,1,67.8017,0.03162
187,1,67.8541,0.03161
188,1,67.9062,0.0316
189,1,67.9583,0.03159
190,1,68.0101,0.03158
191,1,68.0618,0.03157
192,1,68.1133,0.03156
193,1,68.1647,0.03155
194,1,68.2158,0.03154
195,1,68.2669,0.03153
196,1,68.3177,0.03152
197,1,68.3685,0.03152
198,1,68.419,0.03151
199,1,68.4695,0.0315
200,1,68.5198,0.03149
201,1,68.5699,0.03148
202,1,68.6199,0.03147
203,1,68.6698,0.03147
204,1,68.7195,0.03146
205,1,68.7691,0.03145
206,1,68.8186,0.03144
207,1,68.8679,0.03144
208,1,68.9171,0.03143
209,1,68.9662,0.03142
210,1,69.0152,0.03141
211,1,69.0641,0.03141
212,1,69.1128,0.0314
213,1,69.1615,0.03139
214,1,69.21,0.03139
215,1,69.2584,0.03138
216,1,69.3067,0.03137
217,1,69.3549,0.03137
218,1,69.4031,0.03136
219,1,69.4511,0.03136
220,1,69.499,0.03135
221,1,69.5468,0.03134
222,1,69.5945,0.03134
223,1,69.6421,0.03133
224,1,69.6896,0.03133
225,1,69.737,0.03132
226,1,69.7844,0.03132
227,1,69.8316,0.03131
228,1,69.8787,0.03131
229,1,69.9258,0.0313
230,1,69.9728,0.0313
231,1,70.0197,0.03129
232,1,70.0665,0.03129
233,1,70.1132,0.03128
234,1,70.1599,0.03128
235,1,70.2064,0.03127
236,1,70.2529,0.03127
237,1,70.2994,0.03126
238,1,70.3457,0.03126
239,1,70.392,0.03126
240,1,70.4382,0.03125
241,1,70.4843,0.03125
242,1,70.5304,0.03125
243,1,70.5764,0.03124
244,1,70.6224,0.03124
245,1,70.6683,0.03123
246,1,70.7141,0.03123
247,1,70.7598,0.03123
248,1,70.8055,0.03122
249,1,70.8511,0.03122
250,1,70.8967,0.03122
251,1,70.9422,0.03122
252,1,70.9876,0.03121
253,1,71.033,0.03121
254,1,71.0783,0.03121
255,1,71.1235,0.03121
256,1,71.1687,0.0312
257,1,71.2138,0.0312
258,1,71.2589,0.0312
259,1,71.3039,0.0312
260,1,71.3488,0.03119
261,1,71.3937,0.03119
262,1,71.4385,0.03119
263,1,71.4832,0.03119
264,1,71.5279,0.03119
265,1,71.5725,0.03118
266,1,71.6171,0.03118
267,1,71.6616,0.03118
268,1,71.706,0.03118
269,1,71.7504,0.03118
270,1,71.7947,0.03118
271,1,71.839,0.03118
272,1,71.8832,0.03118
273,1,71.9273,0.03117
274,1,71.9714,0.03117
275,1,72.0154,0.03117
276,1,72.0594,0.03117
277,1,72.1033,0.03117
278,1,72.1472,0.03117
279,1,72.1909,0.03117
280,1,72.2347,0.03117
281,1,72.2783,0.03117
282,1,72.3219,0.03117
283,1,72.3655,0.03117
284,1,72.4089,0.03117
285,1,72.4523,0.03117
286,1,72.4957,0.03117
287,1,72.539,0.03117
288,1,72.5822,0.03117
289,1,72.6253,0.03117
290,1,72.6684,0.03117
291,1,72.7115,0.03117
292,1,72.7544,0.03117
293,1,72.7974,0.03117
294,1,72.8402,0.03117
295,1,72.883,0.03117
296,1,72.9257,0.03117
297,1,72.9684,0.03117
298,1,73.011,0.03117
299,1,73.0535,0.03118
300,1,73.096,0.03118
301,1,73.1384,0.03118
302,1,73.1808,0.03118
303,1,73.2231,0.03118
304,1,73.2653,0.03118
305,1,73.3075,0.03118
306,1,73.3497,0.03118
307,1,73.3917,0.03119
308,1,73.4337,0.03119
309,1,73.4757,0.03119
310,1,73.5176,0.03119
311,1,73.5594,0.03119
312,1,73.6012,0.03119
313,1,73.6429,0.0312
314,1,73.6845,0.0312
315,1,73.7261,0.0312
316,1,73.7677,0.0312
317,1,73.8091,0.0312
318,1,73.8506,0.03121
319,1,73.8919,0.03121
320,1,73.9333,0.03121
321,1,73.9745,0.03121
322,1,74.0157,0.03122
323,1,74.0569,0.03122
324,1,74.0979,0.03122
325,1,74.139,0.03122
326,1,74.18,0.03123
327,1,74.2209,0.03123
328,1,74.2618,0.03123
329,1,74.3026,0.03124
330,1,74.3433,0.03124
331,1,74.3841,0.03124
332,1,74.4247,0.03124
333,1,74.4653,0.03125
334,1,74.5059,0.03125
335,1,74.5464,0.03125
336,1,74.5868,0.03126
337,1,74.6272,0.03126
338,1,74.6676,0.03126
339,1,74.7079,0.03127
340,1,74.7481,0.03127
341,1,74.7883,0.03127
342,1,74.8285,0.03128
343,1,74.8686,0.03128
344,1,74.9086,0.03128
345,1,74.9486,0.03129
346,1,74.9886,0.03129
347,1,75.0285,0.0313
348,1,75.0683,0.0313
349,1,75.1081,0.0313
350,1,75.1479,0.03131
351,1,75.1876,0.03131
352,1,75.2273,0.03132
353,1,75.2669,0.03132
354,1,75.3065,0.03132
355,1,75.346,0.03133
356,1,75.3855,0.03133
357,1,75.425,0.03134
358,1,75.4644,0.03134
359,1,75.5037,0.03135
360,1,75.5431,0.03135
361,1,75.5824,0.03136
362,1,75.6216,0.03136
363,1,75.6608,0.03136
364,1,75.6999,0.03137
365,1,75.7391,0.03137
366,1,75.7781,0.03138
367,1,75.8172,0.03138
368,1,75.8562,0.03139
369,1,75.8951,0.03139
370,1,75.934,0.0314
371,1,75.9729,0.0314
372,1,76.0117,0.03141
373,1,76.0505,0.03141
374,1,76.0892,0.03142
375,1,76.1279,0.03142
376,1,76.1665,0.03143
377,1,76.2051,0.03143
378,1,76.2437,0.03144
379,1,76.2822,0.03144
380,1,76.3207,0.03145
381,1,76.3591,0.03146
382,1,76.3975,0.03146
383,1,76.4358,0.03147
384,1,76.4741,0.03147
385,1,76.5124,0.03148
386,1,76.5506,0.03148
387,1,76.5888,0.03149
388,1,76.6269,0.03149
389,1,76.665,0.0315
390,1,76.703,0.03151
391,1,76.741,0.03151
392,1,76.779,0.03152
393,1,76.8169,0.03152
394,1,76.8548,0.03153
395,1,76.8926,0.03154
396,1,76.9304,0.03154
397,1,76.9682,0.03155
398,1,77.0059,0.03155
399,1,77.0435,0.03156
400,1,77.0812,0.03157
401,1,77.1187,0.03157
402,1,77.1563,0.03158
403,1,77.1938,0.03159
404,1,77.2313,0.03159
405,1,77.2687,0.0316
406,1,77.306,0.0316
407,1,77.3434,0.03161
408,1,77.3807,0.03162
409,1,77.4179,0.03162
410,1,77.4551,0.03163
411,1,77.4923,0.03164
412,1,77.5295,0.03164
413,1,77.5665,0.03165
414,1,77.6036,0.03166
415,1,77.6406,0.03166
416,1,77.6776,0.03167
417,1,77.7145,0.03168
418,1,77.7514,0.03168
419,1,77.7883,0.03169
420,1,77.8251,0.0317
421,1,77.8618,0.0317
422,1,77.8986,0.03171
423,1,77.9353,0.03172
424,1,77.9719,0.03172
425,1,78.0085,0.03173
426,1,78.0451,0.03174
427,1,78.0817,0.03175
428,1,78.1182,0.03175
429,1,78.1546,0.03176
430,1,78.1911,0.03177
431,1,78.2275,0.03177
432,1,78.2638,0.03178
433,1,78.3001,0.03179
434,1,78.3364,0.0318
435,1,78.3727,0.0318
436,1,78.4089,0.03181
437,1,78.4451,0.03182
438,1,78.4812,0.03183
439,1,78.5173,0.03183
440,1,78.5534,0.03184
441,1,78.5894,0.03185
442,1,78.6254,0.03186
443,1,78.6614,0.03186
444,1,78.6973,0.03187
445,1,78.7332,0.03188
446,1,78.7691,0.03189
447,1,78.8049,0.03189
448,1,78.8407,0.0319
449,1,78.8764,0.03191
450,1,78.9122,0.03192
451,1,78.9479,0.03192
452,1,78.9835,0.03193
453,1,79.0191,0.03194
454,1,79.0547,0.03195
455,1,79.0903,0.03196
456,1,79.1258,0.03196
457,1,79.1613,0.03197
458,1,79.1968,0.03198
459,1,79.2322,0.03199
460,1,79.2676,0.032
461,1,79.303,0.032
462,1,79.3383,0.03201
463,1,79.3736,0.03202
464,1,79.4089,0.03203
465,1,79.4441,0.03204
466,1,79.4793,0.03204
467,1,79.5145,0.03205
468,1,79.5496,0.03206
469,1,79.5847,0.03207
470,1,79.6198,0.03208
471,1,79.6548,0.03209
472,1,79.6898,0.03209
473,1,79.7248,0.0321
474,1,79.7598,0.03211
475,1,79.7947,0.03212
476,1,79.8296,0.03213
477,1,79.8644,0.03214
478,1,79.8993,0.03214
479,1,79.9341,0.03215
480,1,79.9688,0.03216
481,1,80.0036,0.03217
482,1,80.0383,0.03218
483,1,80.0729,0.03219
484,1,80.1076,0.0322
485,1,80.1422,0.0322
486,1,80.1768,0.03221
487,1,80.2113,0.03222
488,1,80.2459,0.03223
489,1,80.2804,0.03224
490,1,80.3148,0.03225
491,1,80.3493,0.03226
492,1,80.3837,0.03226
493,1,80.4181,0.03227
494,1,80.4524,0.03228
495,1,80.4867,0.03229
496,1,80.521,0.0323
497,1,80.5553,0.03231
498,1,80.5895,0.03232
499,1,80.6237,0.03233
500,1,80.6578,0.03234
501,1,80.692,0.03234
502,1,80.7261,0.03235
503,1,80.7602,0.03236
504,1,80.7942,0.03237
505,1,80.8282,0.03238
506,1,80.8622,0.03239
507,1,80.8961,0.0324
508,1,80.9301,0.03241
509,1,80.964,0.03242
510,1,80.9978,0.03243
511,1,81.0317,0.03244
512,1,81.0655,0.03245
513,1,81.0992,0.03245
514,1,81.133,0.03246
515,1,81.1667,0.03247
516,1,81.2004,0.03248
517,1,81.234,0.03249
518,1,81.2677,0.0325
519,1,81.3013,0.03251
520,1,81.3348,0.03252
521,1,81.3684,0.03253
522,1,81.4019,0.03254
523,1,81.4353,0.03255
524,1,81.4688,0.03256
525,1,81.5022,0.03257
526,1,81.5356,0.03258
527,1,81.569,0.03259
528,1,81.6023,0.0326
529,1,81.6356,0.03261
530,1,81.6689,0.03261
531,1,81.7021,0.03262
532,1,81.7353,0.03263
533,1,81.7685,0.03264
534,1,81.8017,0.03265
535,1,81.8348,0.03266
536,1,81.8679,0.03267
537,1,81.9009,0.03268
538,1,81.934,0.03269
539,1,81.967,0.0327
540,1,82,0.03271
541,1,82.0329,0.03272
542,1,82.0659,0.03273
543,1,82.0987,0.03274
544,1,82.1316,0.03275
545,1,82.1644,0.03276
546,1,82.1973,0.03277
547,1,82.23,0.03278
548,1,82.2628,0.03279
549,1,82.2955,0.0328
550,1,82.3282,0.03281
551,1,82.3609,0.03282
552,1,82.3935,0.03283
553,1,82.4261,0.03284
554,1,82.4587,0.03285
555,1,82.4912,0.03286
556,1,82.5237,0.03287
557,1,82.5562,0.03288
558,1,82.5887,0.03289
559,1,82.6211,0.0329
560,1,82.6535,0.03291
561,1,82.6859,0.03292
562,1,82.7182,0.03293
563,1,82.7505,0.03294
564,1,82.7828,0.03295
565,1,82.8151,0.03296
566,1,82.8473,0.03297
567,1,82.8795,0.03298
568,1,82.9117,0.03299
569,1,82.9438,0.033
570,1,82.9759,0.03301
571,1,83.008,0.03302
572,1,83.04,0.03303
573,1,83.0721,0.03304
574,1,83.1041,0.03305
575,1,83.136,0.03306
576,1,83.168,0.03308
577,1,83.1999,0.03309
578,1,83.2318,0.0331
579,1,83.2637,0.03311
580,1,83.2955,0.03312
581,1,83.3273,0.03313
582,1,83.3591,0.03314
583,1,83.3908,0.03315
584,1,83.4226,0.03316
585,1,83.4543,0.03317
586,1,83.4859,0.03318
587,1,83.5176,0.03319
588,1,83.5492,0.0332
589,1,83.5808,0.03321
590,1,83.6124,0.03322
591,1,83.6439,0.03323
592,1,83.6754,0.03324
593,1,83.7069,0.03325
594,1,83.7384,0.03326
595,1,83.7698,0.03327
596,1,83.8012,0.03329
597,1,83.8326,0.0333
598,1,83.864,0.03331
599,1,83.8953,0.03332
600,1,83.9267,0.03333
601,1,83.9579,0.03334
602,1,83.9892,0.03335
603,1,84.0205,0.03336
604,1,84.0517,0.03337
605,1,84.0829,0.03338
606,1,84.114,0.03339
607,1,84.1452,0.0334
608,1,84.1763,0.03341
609,1,84.2074,0.03342
610,1,84.2385,0.03344
611,1,84.2695,0.03345
612,1,84.3006,0.03346
613,1,84.3316,0.03347
614,1,84.3626,0.03348
615,1,84.3935,0.03349
616,1,84.4245,0.0335
617,1,84.4554,0.03351
618,1,84.4862,0.03352
619,1,84.5171,0.03353
620,1,84.5479,0.03354
621,1,84.5787,0.03356
622,1,84.6095,0.03357
623,1,84.6403,0.03358
624,1,84.671,0.03359
625,1,84.7017,0.0336
626,1,84.7324,0.03361
627,1,84.7631,0.03362
628,1,84.7937,0.03363
629,1,84.8243,0.03364
630,1,84.8549,0.03365
631,1,84.8855,0.03367
632,1,84.916,0.03368
633,1,84.9465,0.03369
634,1,84.977,0.0337
635,1,85.0075,0.03371
636,1,85.0379,0.03372
637,1,85.0683,0.03373
638,1,85.0987,0.03374
639,1,85.1291,0.03375
640,1,85.1594,0.03377
641,1,85.1897,0.03378
642,1,85.22,0.03379
643,1,85.2503,0.0338
644,1,85.2805,0.03381
645,1,85.3108,0.03382
646,1,85.341,0.03383
647,1,85.3711,0.03384
648,1,85.4013,0.03385
649,1,85.4314,0.03387
650,1,85.4615,0.03388
651,1,85.4916,0.03389
652,1,85.5217,0.0339
653,1,85.5517,0.03391
654,1,85.5817,0.03392
655,1,85.6117,0.03393
656,1,85.6417,0.03394
657,1,85.6716,0.03396
658,1,85.7015,0.03397
659,1,85.7314,0.03398
660,1,85.7613,0.03399
661,1,85.7912,0.034
662,1,85.821,0.03401
663,1,85.8508,0.03402
664,1,85.8806,0.03404
665,1,85.9104,0.03405
666,1,85.9401,0.03406
667,1,85.9698,0.03407
668,1,85.9995,0.03408
669,1,86.0292,0.03409
670,1,86.0589,0.0341
671,1,86.0885,0.03411
672,1,86.1181,0.03413
673,1,86.1477,0.03414
674,1,86.1773,0.03415
675,1,86.2068,0.03416
676,1,86.2363,0.03417
677,1,86.2659,0.03418
678,1,86.2954,0.03419
679,1,86.3248,0.03421
680,1,86.3543,0.03422
681,1,86.3837,0.03423
682,1,86.4131,0.03424
683,1,86.4425,0.03425
684,1,86.4719,0.03426
685,1,86.5012,0.03427
686,1,86.5306,0.03429
687,1,86.5599,0.0343
688,1,86.5892,0.03431
689,1,86.6184,0.03432
690,1,86.6477,0.03433
691,1,86.6769,0.03434
692,1,86.7061,0.03435
693,1,86.7353,0.03437
694,1,86.7645,0.03438
695,1,86.7937,0.03439
696,1,86.8228,0.0344
697,1,86.8519,0.03441
698,1,86.881,0.03442
699,1,86.9101,0.03443
700,1,86.9392,0.03445
701,1,86.9682,0.03446
702,1,86.9972,0.03447
703,1,87.0262,0.03448
704,1,87.0552,0.03449
705,1,87.0842,0.0345
706,1,87.1131,0.03451
707,1,87.142,0.03453
708,1,87.1709,0.03454
709,1,87.1998,0.03455
710,1,87.2287,0.03456
711,1,87.2575,0.03457
712,1,87.2863,0.03458
713,1,87.3151,0.03459
714,1,87.3439,0.03461
715,1,87.3727,0.03462
716,1,87.4014,0.03463
717,1,87.4302,0.03464
718,1,87.4589,0.03465
719,1,87.4876,0.03466
720,1,87.5162,0.03467
721,1,87.5449,0.03469
722,1,87.5735,0.0347
723,1,87.6021,0.03471
724,1,87.6307,0.03472
725,1,87.6593,0.03473
726,1,87.6878,0.03474
727,1,87.7164,0.03475
728,1,87.7449,0.03477
729,1,87.7734,0.03478
730,1,87.8018,0.03479
731,1,87.1303,0.03508
732,1,87.1587,0.03509
733,1,87.1871,0.0351
734,1,87.2155,0.03511
735,1,87.2439,0.03513
736,1,87.2722,0.03514
737,1,87.3006,0.03515
738,1,87.3289,0.03516
739,1,87.3571,0.03517
740,1,87.3854,0.03518
741,1,87.4136,0.03519
742,1,87.4419,0.03521
743,1,87.4701,0.03522
744,1,87.4982,0.03523
745,1,87.5264,0.03524
746,1,87.5545,0.03525
747,1,87.5826,0.03526
748,1,87.6107,0.03527
749,1,87.6388,0.03528
750,1,87.6668,0.0353
751,1,87.6948,0.03531
752,1,87.7228,0.03532
753,1,87.7508,0.03533
754,1,87.7788,0.03534
755,1,87.8067,0.03535
756,1,87.8346,0.03536
757,1,87.8625,0.03538
758,1,87.8903,0.03539
759,1,87.9181,0.0354
760,1,87.946,0.03541
761,1,87.9737,0.03542
762,1,88.0015,0.03543
763,1,88.0292,0.03544
764,1,88.057,0.03545
765,1,88.0846,0.03547
766,1,88.1123,0.03548
767,1,88.14,0.03549
768,1,88.1676,0.0355
769,1,88.1952,0.03551
770,1,88.2228,0.03552
771,1,88.2503,0.03553
772,1,88.2778,0.03555
773,1,88.3053,0.03556
774,1,88.3328,0.03557
775,1,88.3603,0.03558
776,1,88.3877,0.03559
777,1,88.4151,0.0356
778,1,88.4425,0.03561
779,1,88.4699,0.03562
780,1,88.4972,0.03564
781,1,88.5245,0.03565
782,1,88.5518,0.03566
783,1,88.5791,0.03567
784,1,88.6063,0.03568
785,1,88.6335,0.03569
786,1,88.6607,0.0357
787,1,88.6879,0.03571
788,1,88.715,0.03572
789,1,88.7422,0.03574
790,1,88.7693,0.03575
791,1,88.7964,0.03576
792,1,88.8234,0.03577
793,1,88.8504,0.03578
794,1,88.8775,0.03579
795,1,88.9044,0.0358
796,1,88.9314,0.03581
797,1,88.9584,0.03582
798,1,88.9853,0.03584
799,1,89.0122,0.03585
800,1,89.0391,0.03586
801,1,89.0659,0.03587
802,1,89.0927,0.03588
803,1,89.1195,0.03589
804,1,89.1463,0.0359
805,1,89.1731,0.03591
806,1,89.1998,0.03592
807,1,89.2266,0.03593
808,1,89.2533,0.03595
809,1,89.2799,0.03596
810,1,89.3066,0.03597
811,1,89.3332,0.03598
812,1,89.3598,0.03599
813,1,89.3864,0.036
814,1,89.413,0.03601
815,1,89.4395,0.03602
816,1,89.466,0.03603
817,1,89.4925,0.03604
818,1,89.519,0.03605
819,1,89.5455,0.03607
820,1,89.5719,0.03608
821,1,89.5983,0.03609
822,1,89.6247,0.0361
823,1,89.651,0.03611
824,1,89.6774,0.03612
825,1,89.7037,0.03613
826,1,89.73,0.03614
827,1,89.7563,0.03615
828,1,89.7825,0.03616
829,1,89.8087,0.03617
830,1,89.8349,0.03618
831,1,89.8611,0.0362
832,1,89.8873,0.03621
833,1,89.9134,0.03622
834,1,89.9395,0.03623
835,1,89.9656,0.03624
836,1,89.9917,0.03625
837,1,90.0177,0.03626
838,1,90.0437,0.03627
839,1,90.0697,0.03628
840,1,90.0957,0.03629
841,1,90.1216,0.0363
842,1,90.1476,0.03631
843,1,90.1735,0.03632
844,1,90.1994,0.03633
845,1,90.2252,0.03634
846,1,90.251,0.03636
847,1,90.2769,0.03637
848,1,90.3026,0.03638
849,1,90.3284,0.03639
850,1,90.3541,0.0364
851,1,90.3799,0.03641
852,1,90.4056,0.03642
853,1,90.4312,0.03643
854,1,90.4569,0.03644
855,1,90.4825,0.03645
856,1,90.5081,0.03646
857,1,90.5337,0.03647
858,1,90.5592,0.03648
859,1,90.5848,0.03649
860,1,90.6103,0.0365
861,1,90.6358,0.03651
862,1,90.6612,0.03652
863,1,90.6867,0.03653
864,1,90.7121,0.03654
865,1,90.7375,0.03655
866,1,90.7628,0.03656
867,1,90.7882,0.03657
868,1,90.8135,0.03659
869,1,90.8388,0.0366
870,1,90.8641,0.03661
871,1,90.8893,0.03662
872,1,90.9146,0.03663
873,1,90.9398,0.03664
874,1,90.965,0.03665
875,1,90.9901,0.03666
876,1,91.0153,0.03667
877,1,91.0404,0.03668
878,1,91.0655,0.03669
879,1,91.0905,0.0367
880,1,91.1156,0.03671
881,1,91.1406,0.03672
882,1,91.1656,0.03673
883,1,91.1906,0.03674
884,1,91.2155,0.03675
885,1,91.2405,0.03676
886,1,91.2654,0.03677
887,1,91.2903,0.03678
888,1,91.3151,0.03679
889,1,91.34,0.0368
890,1,91.3648,0.03681
891,1,91.3896,0.03682
892,1,91.4144,0.03683
893,1,91.4391,0.03684
894,1,91.4639,0.03685
895,1,91.4886,0.03686
896,1,91.5133,0.03687
897,1,91.5379,0.03688
898,1,91.5626,0.03689
899,1,91.5872,0.0369
900,1,91.6118,0.03691
901,1,91.6364,0.03692
902,1,91.6609,0.03693
903,1,91.6855,0.03694
904,1,91.71,0.03695
905,1,91.7345,0.03696
906,1,91.759,0.03697
907,1,91.7834,0.03698
908,1,91.8078,0.03699
909,1,91.8323,0.037
910,1,91.8566,0.03701
911,1,91.881,0.03702
912,1,91.9053,0.03703
913,1,91.9297,0.03704
914,1,91.954,0.03705
915,1,91.9783,0.03706
916,1,92.0025,0.03707
917,1,92.0268,0.03708
918,1,92.051,0.03709
919,1,92.0752,0.0371
920,1,92.0993,0.03711
921,1,92.1235,0.03711
922,1,92.1476,0.03712
923,1,92.1717,0.03713
924,1,92.1958,0.03714
925,1,92.2199,0.03715
926,1,92.244,0.03716
927,1,92.268,0.03717
928,1,92.292,0.03718
929,1,92.316,0.03719
930,1,92.34,0.0372
931,1,92.3639,0.03721
932,1,92.3879,0.03722
933,1,92.4118,0.03723
934,1,92.4357,0.03724
935,1,92.4595,0.03725
936,1,92.4834,0.03726
937,1,92.5072,0.03727
938,1,92.531,0.03728
939,1,92.5548,0.03729
940,1,92.5786,0.0373
941,1,92.6023,0.0373
942,1,92.6261,0.03731
943,1,92.6498,0.03732
944,1,92.6735,0.03733
945,1,92.6971,0.03734
946,1,92.7208,0.03735
947,1,92.7444,0.03736
948,1,92.768,0.03737
949,1,92.7916,0.03738
950,1,92.8152,0.03739
951,1,92.8388,0.0374
952,1,92.8623,0.03741
953,1,92.8858,0.03742
954,1,92.9093,0.03743
955,1,92.9328,0.03743
956,1,92.9562,0.03744
957,1,92.9797,0.03745
958,1,93.0031,0.03746
959,1,93.0265,0.03747
960,1,93.0499,0.03748
961,1,93.0732,0.03749
962,1,93.0966,0.0375
963,1,93.1199,0.03751
964,1,93.1432,0.03752
965,1,93.1665,0.03753
966,1,93.1898,0.03753
967,1,93.213,0.03754
968,1,93.2363,0.03755
969,1,93.2595,0.03756
970,1,93.2827,0.03757
971,1,93.3059,0.03758
972,1,93.329,0.03759
973,1,93.3522,0.0376
974,1,93.3753,0.03761
975,1,93.3984,0.03762
976,1,93.4215,0.03762
977,1,93.4446,0.03763
978,1,93.4676,0.03764
979,1,93.4906,0.03765
980,1,93.5137,0.03766
981,1,93.5367,0.03767
982,1,93.5596,0.03768
983,1,93.5826,0.03769
984,1,93.6056,0.03769
985,1,93.6285,0.0377
986,1,93.6514,0.03771
987,1,93.6743,0.03772
988,1,93.6972,0.03773
989,1,93.7201,0.03774
990,1,93.7429,0.03775
991,1,93.7658,0.03776
992,1,93.7886,0.03776
993,1,93.8114,0.03777
994,1,93.8342,0.03778
995,1,93.8569,0.03779
996,1,93.8797,0.0378
997,1,93.9024,0.03781
998,1,93.9252,0.03782
999,1,93.9479,0.03782
1000,1,93.9706,0.03783
1001,1,93.9932,0.03784
1002,1,94.0159,0.03785
1003,1,94.0385,0.03786
1004,1,94.0612,0.03787
